pt,en
"uma avaliação local, caso a caso, é feita em muitas universidades como complemento àquele filtro inicial",a case-by-case local assessment is carried out in many universities as a complement to that initial filter
com críticas frequentes de favorecimento a determinados candidatos ou grupos de candidatos,with frequent criticism of favoring certain candidates or groups of candidates
exames de entrada específicos para os cursos mais competitivos também se tornaram mais comuns nos últimos anos,Specific entrance exams for the most competitive courses have also become more common in recent years
o atraso na taxa de qualificação dos portugueses residentes na faixa dos 30 a 34 anos,the delay in the qualification rate of Portuguese residents aged between 30 and 34 years old
"a oposição dos proprietários da superfície, dos municípios e, até ver, do governo regional da extremadura","opposition from landowners, municipalities and, even, the regional government of Extremadura"
o processo para iniciar os furos só está embargado por recurso,the process to start the holes is only embargoed by resource
"já solicitámos ao presidente da comissão de ambiente do parlamento, que tem feito notável trabalho, a sua intervenção","we have already asked the chairman of the parliament's environment committee, who has done a remarkable job, to intervene"
"é ao nosso ministro do ambiente, com tendência para entradas de leão, que gostaríamos de inquirir","it is our minister for the environment, who is prone to lion entries, that we would like to ask"
temos a nossa experiência dessa luta,we have our experience of this fight
"desde os anos 70, também com diversos encontros ibéricos, que lutámos (até contra os próprios trabalhadores, que hoje morrem de leucemias e neoplasias) pelo encerramento das de urgeiriça","since the 70s, also with several Iberian meetings, that we fought (even against the workers themselves, who today die of leukemia and neoplasms) for the closure of the urgeiriça"
a tibieza incompreensível do nosso governo permite que em infracção com os acordos de exploração,the incomprehensible lukewarmness of our government allows that in violation of the exploitation agreements
"com a ajuda do malfadado ati (armazém temporário, que arrisca ser para sempre!)","with the help of the ill-fated ati (temporary warehouse, which risks being forever!)"
se prevê mais seis anos de funcionamento,another six years of operation is expected
seja duvidoso que as empresas aguentem o que terão que investir,it is doubtful that companies will bear what they will have to invest
seria com o desmantelamento que se geraria mais e melhor emprego local e potencialidades de desenvolvimento,it would be with the dismantling that more and better local employment and development potential would be generated
se foi,gone
não o ouvimos,we didn't hear it
é de lamentar e de exigir a sua palavra e empenho,it is to be regretted and to demand your word and commitment
se não foi,if not
"é de pedir-lhe que, tal como fez inicialmente em relação ao ati de almaraz (tendo depois vestido a pele de cordeiro), apresente o nosso protesto e exigência","it is to be asked that, as he did initially in relation to the ati of almaraz (having later put on sheep's clothing), present our protest and demand"
