pt,en
devo,I must
optimista,optimistic
pré-história,prehistory
imperativa,imperative
asfixiam,asphyxiate
modernizamos,we modernize
gravo,engrave
inconscientemente,unconsciously
comecei,started
gravava,recorded
gravados,engraved
filmo,film
gravar,record
sons,sounds
moto-serras,chainsaws
sentem,feel
analogia,analogy
obrigatória,mandatory
cobardemente,cowardly
somada,summed
opino,the pin
técnico-jurídica,technical-legal
esvazie,empty
irónico,ironic
durienses,durians
sindicato,Syndicate
unicidade,uniqueness
afasta-se,walk away
insanidade,insanity
lavradores,farmers
fomentar,foment
empoderamento,empowerment
impede-se,prevent
autorregulação,self-regulation
estando-lhes,being to them
vedada,fenced
catalães,catalans
penalizações,penalties
sedição,sedition
contestatária,contestant
enferma,sick
mostraram,Showed
encetou,started
independentistas,independentists
remontam,go back
catalão,Catalan
carecendo,lacking
pugnam,fight
associativos,associative
almejam,crave
instam,urge
político-constitucional,political-constitutional
unionistas,unionists
lisura,smoothness
processual,procedural
votar,vote
político-institucional,political-institutional
bem-vindo,welcome
tolerável,tolerable
tornou-o,made it
persona,persona
grata,thankful
tóxico,toxic
estranha-se,strange
ruidosa,noisy
lamentáveis,pitiful
lembre,remember
aponte,the bridge
atentado,outrage
denuncie,report it
espinho,thorn
cravado,spiked
republicana,republican
acumule,accumulate
pecúlio,nest egg
amam,love
odiar,to hate
transformado,transformed
apelidado,nicknamed
saiba,know
despido,naked
toga,toga
vestir,wear
justiceiro,Punisher
legitima,legitimate
observadores,observers
lava,lava
jato,jet
ofensa,offense
atacado,wholesale
juiz-político,judge-politician
político-juiz,politician-judge
humanistas,humanists
mitomaniou,mythomaniac
faltou,missed
frd,frd
cd,CD
semicircunferência,semicircle
avançaram,advanced
bastou,enough
consistiam,consisted of
pastiches,pastiches
deformados,deformed
datados,dated
cimdouro,cimdouro
ocorrendo,taking place
unanimismo,unanimism
repudiando,repudiating
produzida,produced
aevp,aevp
frontal,front
confederação,confederation
afrontadores,affronters
emulando,emulating
persecutórios,persecutory
estigmatiza,stigmatizes
fundiária,landowner
engarrafadores,bottlers
estatizante,statist
fatigada,fatigued
duriense,duriense
anatemizando-o,anathematizing it
conduzindo-os,leading them
redil,fold
trazerem,bring in
retrogradamente,retrogradely
liça,lesson
cuidarem,take care
reconfiguração,reconfiguration
estafada,jaded
dinamitarem,blast
associativa,associative
exegese,exegesis
ébrios,drunk
frequentando,attending
areópagos,areopagus
desdenhando,disdaining
ascenso,ascent
versaram,versed
hedionda,hideous
agricultor,farmer
explorado,explored
comerciante,merchant
exportador,exporter
escravizador,enslaver
egocentrista,egocentric
angariados,raised
satisfaz,satisfies
básica,basic
aplicados,applied
imi,imi
falidas,bankrupt
munícipes,citizens
baixavam,went down
pressionava,pressed
baixava,went down
agravava,aggravated
restando,remaining
subi-la,climb it
fundamente,ground
terramoto,earthquake
pandemia,pandemic
esgotamentos,exhaustion
largar,drop
palhinhas,straws
sobrenatural,supernatural
brincadeiras,jokes
convinha,befits
olhá-la,Look there
b,B
apocalipse,apocalypse
soçobram,sink
constatou,found
camionistas,truck drivers
fósseis,fossils
gerador,generator
gritaria,shouting
dissociar,dissociate
populismos,populisms
microscópicas,microscopic
suposição,assumption
misterioso,mysterious
neutro,neutral
católica,catholic
endossar,endorse
bula,leaflet
romanus,romanus
encorajou,encouraged
sarracenos,Saracens
infiéis,infidels
informado,informed
guineenses,Guineans
tomados,taken
não-proibidos,non-forbidden
implícita,implied
racista,racist
mencionado,mentioned
colonizar,colonize
apostólico,apostolic
pastorale,pastorale
condenou,condemned
polichinelo,jumping jack
leal,loyal
cúmplice,accomplice
aprisionar,imprison
plantada,planted
negreiro,slaver
pedindo,asking
incentivado,encouraged
escravos,slaves
traficante,drug dealer
escravizavam,enslaved
pontifex,pontifex
exterminados,exterminated
comemorar,celebrate
inspirador,inspiring
vermos,we will see
aviário,aviary
realçar,highlight
entrando,entering
especificar,to specify
consabidas,well-known
retrocessos,setbacks
prevalecentes,prevailing
subtis,subtle
inconfessáveis,unconfessable
envelhece,age
distanciando,distancing
pautar,guide
potenciada,potentiated
ocuparem,occupy
burocratas,bureaucrats
doutores,doctors
sincera,sincere
homenagem,tribute
determinaram,determined
fechando,closing
escandalosamente,outrageously
paralelismo,parallelism
privatização,privatization
disfarcem,disguise
restrito,restricted
criteriosamente,judiciously
dóceis,docile
faculdade,college
convidada,guest
habilidades,skills
diáfano,diaphanous
falharem,fail
abastecida,stocked
operacionais,operational
asseguram,ensure
falhar,fail
valorizado,valued
estendem,extend
transversalmente,crosswise
decretada,decreed
inerentemente,inherently
farmacêutica,pharmaceutical
medicamento,medicine
ebitda,ebitda
farmacêutico,pharmaceutical
económico-financeira,economic-financial
escandinavos,scandinavians
mudarão,will change
modificadas,modified
avessa,inside out
deslegitimação,delegitimization
verticalidade,verticality
notoriamente,notoriously
promove-se,promotes itself
psicopatia,psychopathy
comportar-se,to behave
anómalo,anomalous
horizontalização,horizontalization
individualização,individualization
concentrados,concentrates
metas,goals
quantificadas,quantified
propaga,propagates
horizontalizar,horizontalize
gregos,greeks
negadas,denied
substitui-se,replaces
normativa,normative
pecuniários,pecuniary
contratante,contractor
vantajoso,advantageous
situarem,locate
descreve,describe
desenvolveram-se,have developed
povoadas,populated
cultivam,cultivate
fundadas,founded
não-participação,non-participation
esquizofrénicos,schizophrenics
maomé,Mohammed
ouviam,listened
olhavam,they looked
achavam,they thought
xvi,xvi
ordinário,ordinary
pontifícia,pontifical
monárquico,monarchical
rotular,label
demonstram-nos,show us
libertador,liberator
rebelde,rebel
realizaram,performed
exoesqueleto,exoskeleton
controlado,controlled
paciente,patient
paraplégico,paraplegic
chuto,kick
definindo-o,defining it
surgirá,will arise
prosseguirá,will proceed
mercantilista,mercantile
estruturalmente,structurally
antagónicas,antagonistic
filosofias,philosophies
sorve,sip
gp-ps,gp-ps
cirúrgicas,surgical
desvirtuar,misrepresent
apresentada,presented
adjunta,deputy
deixará,will leave
trair,to betray
dedicados,dedicated
aniquilação,annihilation
desonerar,relieve
moderadoras,moderators
co-pagamentos,co-payments
indisciplina,indiscipline
elimina,eliminate
omite,omit
caracterização,Description
travejamento,crossbeam
valorizador,valuer
clinicamente,clinically
recomendado,recommended
descaraterização,mischaracterization
moderniza,modernizes
clarifica,clarifies
terceiras,third
asseguradas,assured
redação,redaction
negociais,business
comemoram-se,celebrate
lbs,lbs
afastamo-nos,we move away
diluíram,diluted
reconduzida,reappointed
admissibilidade,admissibility
prestadores,providers
representaram,represented
excecionais,exceptional
supletiva,supplementary
prevendo,predicting
criar-,create-
ppps,ppps
sobrepõe,overlap
signifique,mean
identificam,identify
passarmos,we pass
passaríamos,we would pass
debatermos,we debate
reinventar-se,reinvent yourself
revoluções,revolutions
fixada,fixed
parámos,we stopped
permito,I allow
ativas,active
habituou-nos,accustomed us
arranjam,arrange
desenrascam,manage
arranjam-se,get ready
desenrascam-se,get by
perverso,perverse
administrados,administered
pagará,will pay
liquidação,sale off
tributo,tribute
máxime,maximum
atos,acts
administrado,administered
at,at
condenada,doomed
indemnizatórios,indemnities
gozam,enjoy
prévia,Preview
tributos,taxes
efetivas,effective
fale,speak
ferroviário,rail
denotam,denote
criticado,criticized
advertência,warning
órban,orban
gostando,liking
quisermos,we want
numérico,numeric
patrões,bosses
kazan,kazan
lodo,sludge
docas,docks
macartismo,McCarthyism
patrão,boss
prejudicados,harmed
portado,ported
enfermeiros,nurses
reguladoras,regulatory
interlocutor,interlocutor
coincidência,coincidence
colectivos,collective
corporativismo,corporatism
sobrepor-se,overlap
confraria,brotherhood
incompatibilidade,incompatibility
organizou,organized
internato,boarding school
selada,sealed
substituída,replaced
proibidas,prohibited
assembleias,assemblies
bastonário,bastonary
entendendo,understanding
degradado,degraded
desfeito,undone
debruçado,bent over
integrando,integrating
defendê-lo,defend it
pender,hang
prato,dish
delegou,delegated
substituir-se,replace
partidário,partisan
apoiados,supported
duvidosos,dubious
atingindo,reaching
cirurgias,surgeries
cirúrgico,surgical
afectaram,affected
operatórias,operative
algures,somewhere
crowdfunding,crowdfunding
semianónimo,semi-anonymous
gozo,enjoyment
mineiras,miners
astronautas,astronauts
condutoras,conductors
casar,marry
namorar,flirt
emotividade,emotionality
acompanha,accompanies
nacionalidade,nationality
consagrada,consecrated
simbolizado,symbolized
casada,married
eterna,eternal
intersecção,intersection
teoricamente,theoretically
marital,marital
prender,to secure
degredar,degrade
caída,fallen
envergonhou,embarrassed
resta-lhes,it remains for them
menina,girl
passional,passionate
ousa,dare
indigna,unworthy
desonra-os,dishonor them
punida,punished
dissolver,to dissolve
prevenir,to prevent
luminosos,luminous
mostram-nos,show us
estetizada,aestheticized
dão-nos,give us
subamos,let's go up
observemos,let's observe
cosmogonia,cosmogony
vasta,vast
paisagista,landscaper
arcaicas,archaic
biológico,biological
reinventadas,reinvented
postas,posts
estranhas,Weird
amplificar-se,amplify
milho,corn
maiz,maize
operando,operating
paisagística,landscape
ondulantes,undulating
encostas,slopes
vales,vouchers
construíram-se,built themselves
socalcos,terraces
pastoreio,grazing
florestação,afforestation
baldios,commons
transformaram,turned
submergiram,submerged
veigas,veigas
aproveitamentos,uses
hidroeléctricos,hydroelectric
falou-se,it was talked
pastores,shepherds
cultivo,cultivation
arborizadas,wooded
construtivos,constructive
repovoar,repopulate
rupturas,ruptures
identitária,identity
sensorial,sensory
irreversibilidade,irreversibility
ferir,hurt
reduto,stronghold
perene,perennial
mineira,mining
transitória,transient
duvidoso,doubtful
zelar,watch over
greves,strikes
sindicais,unions
cumulativamente,cumulatively
deontológicas,deontological
metafísicas,metaphysical
ultimamente,lately
colocado,placed
densificado,densified
confundível,confusing
sindicância,investigation
mantenha,Keep
teor,content
reflita,reflects
consubstanciado,embodied
afete,affect
juridificando,juridifying
homonegeneizando,homogenizing
hostil,hostile
representativas,representative
integrador,integrator
valorizada,valued
fusionada,merged
tecnopoder,technopower
concretizam,materialize
genérica,generic
operativa,operative
desfavorecimento,disadvantage
tremendos,tremendous
contemporâneo,contemporary
revisitado,revisited
tomarem,take
renúncia,renounce
re)construir,rebuild
velhas,old
perceberam-no,realized it
eletivos,electives
integradamente,integrally
ródão,rhodão
sê-lo,seal
tejo,Tejo
afluências,inflows
superficiais,superficial
armazenamento,storage
aflui,inflows
bacia,bowl
prováveis,probable
prolongados,prolonged
regularizar,regularize
acorrem,run
barragem,dam
alvito,alvito
casar-se,to marry
usos,uses
destina,destined
predisposição,predisposition
hídricos,water
afluem,flock
prontas,ready
aprofundadamente,deeply
conflituantes,conflicting
ponderados,weighted
pisão-crato,stomp
infraestruturação,infrastructure
regadio,irrigation
peça-chave,key piece
infraestruturadas,infrastructured
regam,water
caudais,flow rates
noticia,news
consolidação,consolidation
desistiu,give up
albufeiras,reservoirs
castelo,castle
bode,goat
localizada,located
afluente,tributary
caudal,flow
ecológico,ecological
trabalhados,worked
hidrográfica,hydrographic
subterrâneas,underground
estudadas,studied
dimensionadas,dimensioned
ponderar,ponder
portalegre,portalegre
determinismo,determinism
rígido,hard
reconhece-se,it is recognized
subfinanciamento,underfunding
submetido,subject
reprodutiva,reproductive
vivamos,let's live
procuremos,let's look
proporciona,provides
verificou-se,it was found
desistir,to give up
irreparável,irreparable
sê-lo-ia,would be
separada,separate
levanta-nos,lift us up
iniquidade,iniquity
musealizar,musealize
eclesiástica,ecclesiastical
chegassem,arrived
melindrados,resentful
fulgor,glow
anticlerical,anticlerical
brasão,coat of arms
gémeos,twins
maranhão,maranhão
apresentarem,present
coroa,crown
meseta,plateau
peninsular,peninsular
dom,Sun
fundar,found
expandindo-as,expanding them
coleção,collection
preservando,preserving
danças,dances
envolvendo-os,wrapping them
fotografia,photography
encarados,staring
italianas,italian
dedicavam,dedicated
corporais,bodily
ambicionam,aspire
atuar,Act
cristo,Christ
diárias,daily
origens,origins
museograficamente,museographically
traje,costume
alportel,alportel
únicas,unique
superando,overcoming
protetor,protector
procuraram,looked for
certificadas,certified
iso,iso
reconheçam,recognize
arrastou,dragged
avolumou,swelled
casuística,casuistry
gasta-se,it wears out
autorizam-se,are authorized
turmas,classes
cede-se,give in
aproximam,approach
lembro,remember
sacrifícios,sacrifices
congelar,Freeze
extensivos,extensive
editores,publishers
livreiros,booksellers
generalizou,generalized
gratuitidade,gratuitousness
manuais,manuals
correspondidos,matched
dramatizada,dramatized
silencia,silence
congelado,frozen
adotem,adopt
delineada,outlined
alie,ally
assegurem,ensure
fiados,spun
mel,honey
identificadas,identified
capacitação,empowerment
reiteradamente,repeatedly
assentam,settle
bem-sucedidas,successful
teatros,theaters
cineteatros,movie theaters
motes,mottos
interpares,peers
assentes,settled
aparecerem,appear
autárquica,autarkic
artemrede,networkart
escalas,scales
qualifica-a,qualify it
